length,epsilon,gamma,alpha,target,optimal_credit_lp,claimed_gamma,worst_case_queries,two_to_length,theorem55_reduction_factor
4,2.0,0.4,0.1,0110,0.4,0.4,16,16,0.04133084268917261
4,2.0,0.4,0.1,0111,0.4,0.4,16,16,0.04133084268917261
4,2.0,0.4,0.1,1000,0.3999999999999999,0.4,16,16,0.04133084268917261
4,2.0,0.4,0.1,1001,0.3999999999999999,0.4,16,16,0.04133084268917261
4,2.0,0.4,0.1,1010,0.3999999999999999,0.4,16,16,0.04133084268917261
4,2.0,0.4,0.1,1011,0.3999999999999999,0.4,16,16,0.04133084268917261
4,2.0,0.4,0.1,1100,0.3999999999999999,0.4,16,16,0.04133084268917261
4,2.0,0.4,0.1,1101,0.4,0.4,16,16,0.04133084268917261
4,2.0,0.4,0.1,1110,0.4,0.4,16,16,0.04133084268917261
4,2.0,0.4,0.1,1111,0.4,0.4,16,16,0.04133084268917261
4,2.0,0.7,0.175,0000,0.7000000000000001,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,0001,0.7000000000000001,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,0010,0.7000000000000001,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,0011,0.7000000000000001,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,0100,0.7,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,0101,0.7,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,0110,0.7000000000000001,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,0111,0.7000000000000001,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,1000,0.7000000000000001,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,1001,0.7000000000000001,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,1010,0.7000000000000001,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,1011,0.7000000000000002,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,1100,0.7000000000000001,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,1101,0.7000000000000001,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,1110,0.7000000000000001,0.7,16,16,0.12657570573559107
4,2.0,0.7,0.175,1111,0.7000000000000002,0.7,16,16,0.12657570573559107
5,0.0,0.2,0.05,00000,0.19999999999999896,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,00001,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,00010,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,00011,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,00100,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,00101,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,00110,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,00111,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,01000,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,01001,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,01010,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,01011,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,01100,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,01101,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,01110,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,01111,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,10000,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,10001,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,10010,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,10011,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,10100,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,10101,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,10110,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,10111,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,11000,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,11001,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,11010,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,11011,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,11100,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,11101,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,11110,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.2,0.05,11111,0.19999999999999907,0.2,32,32,0.01563131754726223
5,0.0,0.4,0.1,00000,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,00001,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,00010,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,00011,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,00100,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,00101,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,00110,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,00111,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,01000,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,01001,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,01010,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,01011,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,01100,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,01101,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,01110,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,01111,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,10000,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,10001,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,10010,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,10011,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,10100,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,10101,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,10110,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,10111,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,11000,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,11001,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,11010,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,11011,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,11100,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,11101,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,11110,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.4,0.1,11111,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.0,0.7,0.175,00000,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,00001,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,00010,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,00011,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,00100,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,00101,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,00110,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,00111,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,01000,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,01001,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,01010,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,01011,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,01100,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,01101,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,01110,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,01111,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,10000,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,10001,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,10010,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,10011,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,10100,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,10101,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,10110,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,10111,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,11000,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,11001,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,11010,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,11011,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,11100,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,11101,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,11110,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.0,0.7,0.175,11111,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.3,0.2,0.05,00000,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,00001,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,00010,0.2000000000000003,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,00011,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,00100,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,00101,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,00110,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,00111,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,01000,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,01001,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,01010,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,01011,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,01100,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,01101,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,01110,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,01111,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,10000,0.2000000000000003,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,10001,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,10010,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,10011,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,10100,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,10101,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,10110,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,10111,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,11000,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,11001,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,11010,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,11011,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,11100,0.2000000000000003,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,11101,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,11110,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.2,0.05,11111,0.2000000000000004,0.2,32,32,0.01563131754726223
5,0.3,0.4,0.1,00000,0.39999999999999947,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,00001,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,00010,0.40000000000000013,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,00011,0.39999999999999936,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,00100,0.3999999999999996,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,00101,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,00110,0.39999999999999936,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,00111,0.3999999999999999,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,01000,0.39999999999999947,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,01001,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,01010,0.39999999999999947,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,01011,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,01100,0.39999999999999947,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,01101,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,01110,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,01111,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,10000,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,10001,0.39999999999999947,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,10010,0.39999999999999936,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,10011,0.39999999999999947,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,10100,0.39999999999999936,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,10101,0.39999999999999925,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,10110,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,10111,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,11000,0.39999999999999936,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,11001,0.39999999999999947,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,11010,0.3999999999999996,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,11011,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,11100,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,11101,0.39999999999999947,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,11110,0.39999999999999913,0.4,32,32,0.06252527018904892
5,0.3,0.4,0.1,11111,0.39999999999999947,0.4,32,32,0.06252527018904892
5,0.3,0.7,0.175,00000,0.7000000000000001,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,00001,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,00010,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,00011,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,00100,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,00101,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,00110,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,00111,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,01000,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,01001,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,01010,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,01011,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,01100,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,01101,0.7,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,01110,0.6999999999999995,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,01111,0.6999999999999995,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,10000,0.6999999999999995,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,10001,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,10010,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,10011,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,10100,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,10101,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,10110,0.6999999999999995,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,10111,0.6999999999999995,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,11000,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,11001,0.6999999999999996,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,11010,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,11011,0.6999999999999995,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,11100,0.6999999999999995,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,11101,0.6999999999999997,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,11110,0.6999999999999995,0.7,32,32,0.19148363995396225
5,0.3,0.7,0.175,11111,0.6999999999999997,0.7,32,32,0.19148363995396225
5,1.0,0.2,0.05,00000,0.20000000000000018,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,00001,0.2000000000000003,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,00010,0.2000000000000003,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,00011,0.20000000000000018,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,00100,0.20000000000000018,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,00101,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,00110,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,00111,0.20000000000000018,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,01000,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,01001,0.20000000000000018,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,01010,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,01011,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,01100,0.20000000000000018,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,01101,0.2000000000000003,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,01110,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,01111,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,10000,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,10001,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,10010,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,10011,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,10100,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,10101,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,10110,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,10111,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,11000,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,11001,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,11010,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,11011,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,11100,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,11101,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,11110,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.2,0.05,11111,0.20000000000000007,0.2,32,32,0.01563131754726223
5,1.0,0.4,0.1,00000,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,00001,0.3999999999999996,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,00010,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,00011,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,00100,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,00101,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,00110,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,00111,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,01000,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,01001,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,01010,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,01011,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,01100,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,01101,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,01110,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,01111,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,10000,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,10001,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,10010,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,10011,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,10100,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,10101,0.3999999999999996,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,10110,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,10111,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,11000,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,11001,0.3999999999999996,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,11010,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,11011,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,11100,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,11101,0.3999999999999998,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,11110,0.3999999999999997,0.4,32,32,0.06252527018904892
5,1.0,0.4,0.1,11111,0.3999999999999998,0.4,32,32,0.06252527018904892
5,1.0,0.7,0.175,00000,0.7,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,00001,0.7,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,00010,0.6999999999999998,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,00011,0.6999999999999997,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,00100,0.6999999999999995,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,00101,0.6999999999999998,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,00110,0.6999999999999998,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,00111,0.6999999999999996,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,01000,0.6999999999999996,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,01001,0.6999999999999997,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,01010,0.6999999999999996,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,01011,0.6999999999999998,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,01100,0.6999999999999997,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,01101,0.6999999999999997,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,01110,0.6999999999999997,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,01111,0.6999999999999997,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,10000,0.6999999999999998,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,10001,0.6999999999999997,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,10010,0.7,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,10011,0.6999999999999995,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,10100,0.6999999999999998,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,10101,0.6999999999999998,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,10110,0.6999999999999998,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,10111,0.6999999999999998,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,11000,0.6999999999999995,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,11001,0.6999999999999997,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,11010,0.7,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,11011,0.6999999999999998,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,11100,0.6999999999999997,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,11101,0.6999999999999998,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,11110,0.6999999999999997,0.7,32,32,0.19148363995396225
5,1.0,0.7,0.175,11111,0.7,0.7,32,32,0.19148363995396225
5,2.0,0.2,0.05,00000,0.20000000000000018,0.2,32,32,0.01563131754726223
5,2.0,0.2,0.05,00001,0.20000000000000007,0.2,32,32,0.01563131754726223
5,2.0,0.2,0.05,00010,0.20000000000000018,0.2,32,32,0.01563131754726223
5,2.0,0.2,0.05,00011,0.20000000000000018,0.2,32,32,0.01563131754726223
5,2.0,0.2,0.05,00100,0.20000000000000018,0.2,32,32,0.01563131754726223
5,2.0,0.2,0.05,00101,0.20000000000000018,0.2,32,32,0.01563131754726223
5,2.0,0.2,0.05,00110,0.20000000000000007,0.2,32,32,0.01563131754726223
5,2.0,0.2,0.05,00111,0.20000000000000018,0.2,32,32,0.01563131754726223
5,2.0,0.2,0.05,01000,0.20000000000000007,0.2,32,32,0.01563131754726223
5,2.0,0.2,0.05,01001,0.20000000000000018,0.2,32,32,0.01563131754726223
5,2.0,0.2,0.05,01010,0.20000000000000007,0.2,32,32,0.01563131754726223
